Entry_Time,Entry_Price,Entry_Fee,Exit_Time,Exit_Price,Exit_Fee,PnL
2021-01-06 00:00:00,34182.5,17.09125,2021-01-10 16:00:00,37531.91,18.765955,3330.6440450000036
2021-01-10 20:00:00,38221.67,19.110834999999998,2021-01-11 00:00:00,35473.52,17.73676,-2765.8867600000012
2021-01-14 12:00:00,39580.96,19.79048,2021-01-15 08:00:00,38168.33,19.084165000000002,-1431.7141649999974
2021-01-19 08:00:00,37387.97,18.693985,2021-01-19 12:00:00,37376.48,18.68824,-30.178239999997963
2021-01-22 16:00:00,33608.99,16.804495,2021-01-22 20:00:00,32986.34,16.49317,-639.1431700000014
2021-01-23 16:00:00,32356.2,16.1781,2021-01-25 20:00:00,32253.68,16.12684,-118.64684000000044
2021-01-26 08:00:00,31807.99,15.903995000000002,2021-01-26 12:00:00,31764.99,15.882495,-58.882495
2021-01-26 20:00:00,32474.14,16.23707,2021-01-27 00:00:00,31817.08,15.90854,-672.9685399999977
2021-01-28 16:00:00,32564.08,16.282040000000002,2021-01-31 12:00:00,32875.93,16.437965000000002,295.4120349999985
2021-02-01 04:00:00,33827.0,16.9135,2021-02-01 12:00:00,33178.13,16.589064999999998,-665.4590650000026
2021-02-01 16:00:00,33867.65,16.933825000000002,2021-02-01 20:00:00,33546.09,16.773045,-338.333045000005
2021-02-02 00:00:00,33592.79,16.796395,2021-02-04 00:00:00,37565.17,18.782585,3953.5974149999975
2021-02-04 04:00:00,37884.43,18.942215,2021-02-04 08:00:00,37361.16,18.680580000000003,-541.9505799999968
2021-02-05 12:00:00,38006.64,19.00332,2021-02-05 16:00:00,37638.22,18.819110000000002,-387.2391099999983
2021-02-05 20:00:00,38362.65,19.181325,2021-02-07 00:00:00,38904.05,19.452025000000003,521.9479750000014
2021-02-07 04:00:00,39056.38,19.52819,2021-02-13 08:00:00,46656.62,23.328310000000002,7576.911690000005
2021-02-13 12:00:00,47127.31,23.563655,2021-02-13 16:00:00,46938.24,23.46912,-212.5391199999997
2021-02-13 20:00:00,47221.62,23.61081,2021-02-15 00:00:00,47165.18,23.58259,-80.02259000000232
2021-02-15 04:00:00,47294.44,23.64722,2021-02-22 00:00:00,55954.31,27.977155,8631.892844999995
2021-02-22 04:00:00,56489.93,28.244965,2021-02-22 08:00:00,54606.16,27.30308,-1911.0730799999967
2021-02-26 12:00:00,47620.54,23.81027,2021-02-26 16:00:00,47010.0,23.505,-634.0450000000009
2021-02-27 00:00:00,47483.02,23.741509999999998,2021-02-27 04:00:00,47198.4,23.5992,-308.21919999999534
2021-02-27 08:00:00,47330.24,23.665119999999998,2021-02-27 12:00:00,46573.05,23.286525,-780.476524999995
2021-03-01 12:00:00,49184.51,24.592255,2021-03-02 04:00:00,48345.01,24.172505,-863.672505
2021-03-02 08:00:00,48866.0,24.433,2021-03-02 12:00:00,48689.39,24.344695,-200.95469500000058
2021-03-03 04:00:00,49769.54,24.88477,2021-03-04 00:00:00,49611.69,24.805845,-182.65584499999855
2021-03-04 04:00:00,49708.93,24.854465,2021-03-04 08:00:00,49350.45,24.675224999999998,-383.1552250000032
2021-03-04 12:00:00,49438.63,24.719314999999998,2021-03-04 16:00:00,48019.76,24.009880000000003,-1442.8798799999954
2021-03-05 12:00:00,47888.0,23.944,2021-03-15 04:00:00,57830.61,28.915305,9913.694695
2021-03-16 12:00:00,55885.38,27.94269,2021-03-16 16:00:00,55782.36,27.891180000000002,-130.9111799999968
2021-03-16 20:00:00,56954.19,28.477095000000002,2021-03-17 00:00:00,55561.82,27.78091,-1420.1509100000026
2021-03-17 04:00:00,55862.73,27.931365000000003,2021-03-17 08:00:00,54878.05,27.439025,-1012.1190250000003
2021-03-17 12:00:00,54959.45,27.479725,2021-03-21 04:00:00,57011.46,28.50573,2023.504270000002
2021-03-22 04:00:00,57641.44,28.82072,2021-03-22 12:00:00,57121.2,28.5606,-548.8006000000053
2021-03-24 08:00:00,56591.65,28.295825,2021-03-24 12:00:00,56359.57,28.179785,-260.2597850000017
2021-03-27 16:00:00,55784.28,27.89214,2021-03-31 00:00:00,58695.91,29.347955000000002,2882.2820450000045
2021-04-05 12:00:00,59098.01,29.549005,2021-04-05 16:00:00,59082.46,29.54123,-45.09123000000291
2021-04-05 20:00:00,59243.39,29.621695,2021-04-06 00:00:00,58681.45,29.340725,-591.2807250000023
2021-04-10 04:00:00,60614.65,30.307325000000002,2021-04-16 04:00:00,61513.57,30.756785,868.1632149999982
2021-04-19 04:00:00,57325.01,28.662505000000003,2021-04-19 08:00:00,57160.59,28.580295,-193.00029500000554
2021-04-26 16:00:00,54026.17,27.013085,2021-04-26 20:00:00,53984.33,26.992165,-68.83216499999651
2021-04-27 04:00:00,54524.36,27.26218,2021-04-27 16:00:00,54755.19,27.377595000000003,203.45240500000173
2021-04-27 20:00:00,55006.25,27.503125,2021-04-28 00:00:00,54788.88,27.39444,-244.76444000000262
2021-05-01 00:00:00,58206.9,29.103450000000002,2021-05-03 16:00:00,57649.99,28.824995,-585.7349950000034
2021-05-05 08:00:00,55191.6,27.5958,2021-05-06 16:00:00,56186.01,28.093005,966.3169950000035
2021-05-07 08:00:00,56510.58,28.255290000000002,2021-05-09 08:00:00,57975.01,28.987505000000002,1435.4424950000002
2021-05-11 20:00:00,56710.43,28.355215,2021-05-12 08:00:00,56472.06,28.23603,-266.60603000000265
2021-05-17 08:00:00,45799.97,22.899985,2021-05-17 12:00:00,43401.14,21.70057,-2420.5305700000017
2021-05-17 16:00:00,44246.97,22.123485000000002,2021-05-17 20:00:00,43566.18,21.78309,-702.5730900000009
2021-05-18 00:00:00,44819.75,22.409875,2021-05-19 00:00:00,40635.3,20.31765,-4204.767649999997
2021-05-26 04:00:00,40436.0,20.218,2021-05-26 08:00:00,39851.9,19.92595,-604.0259499999986
2021-05-27 12:00:00,39690.04,19.84502,2021-05-27 20:00:00,38527.38,19.26369,-1181.9236900000035
2021-05-31 12:00:00,36944.12,18.472060000000003,2021-06-01 12:00:00,36233.59,18.116795,-728.6467950000061
2021-06-03 08:00:00,38783.65,19.391825,2021-06-03 12:00:00,38546.06,19.27303,-256.8630300000038
2021-06-03 16:00:00,38612.05,19.306025,2021-06-04 00:00:00,37945.72,18.97286,-685.3028600000017
2021-06-05 00:00:00,37414.07,18.707035,2021-06-05 08:00:00,35863.07,17.931535,-1568.931535
2021-06-05 12:00:00,36316.45,18.158224999999998,2021-06-05 20:00:00,35498.62,17.74931,-835.5793099999945
2021-06-06 04:00:00,36131.74,18.06587,2021-06-06 08:00:00,35874.23,17.937115000000002,-275.44711499999477
2021-06-06 12:00:00,36159.24,18.07962,2021-06-07 16:00:00,35642.68,17.82134,-534.3813399999976
2021-06-09 04:00:00,34143.5,17.07175,2021-06-13 00:00:00,34864.96,17.432479999999998,704.0275199999992
2021-06-13 04:00:00,35263.02,17.63151,2021-06-15 16:00:00,39950.0,19.975,4667.005000000003
2021-06-15 20:00:00,40132.86,20.06643,2021-06-16 00:00:00,40001.23,20.000615000000003,-151.6306149999974
2021-06-16 04:00:00,40130.0,20.065,2021-06-16 08:00:00,39079.6,19.5398,-1069.9398000000015
2021-06-20 16:00:00,35476.45,17.738225,2021-06-21 04:00:00,32985.72,16.49286,-2507.2228599999958
2021-06-22 16:00:00,32388.97,16.194485,2021-06-25 16:00:00,32192.38,16.09619,-212.68619000000015
2021-06-27 04:00:00,33252.0,16.626,2021-06-27 08:00:00,33214.0,16.607,-54.607
2021-06-29 00:00:00,34564.83,17.282415,2021-07-01 16:00:00,33072.19,16.536095000000003,-1509.1760949999993
2021-07-03 08:00:00,34596.42,17.29821,2021-07-03 12:00:00,34592.56,17.29628,-21.15628000000058
2021-07-03 16:00:00,34717.99,17.358995,2021-07-03 20:00:00,34652.94,17.32647,-82.37646999999563
2021-07-04 04:00:00,35565.98,17.78299,2021-07-04 08:00:00,35492.0,17.746,-91.7260000000032
2021-07-08 16:00:00,32984.99,16.492494999999998,2021-07-08 20:00:00,32852.04,16.42602,-149.37601999999708
2021-07-09 00:00:00,32923.14,16.461570000000002,2021-07-09 08:00:00,32751.07,16.375535,-188.44553499999972
2021-07-09 12:00:00,33537.49,16.768745,2021-07-10 04:00:00,33747.98,16.873990000000003,193.61601000000525
2021-07-10 08:00:00,33781.67,16.890835,2021-07-10 16:00:00,33403.08,16.70154,-395.29153999999653
2021-07-10 20:00:00,33497.98,16.748990000000003,2021-07-11 00:00:00,33446.92,16.72346,-67.78346000000495
2021-07-11 04:00:00,33501.53,16.750765,2021-07-12 12:00:00,33340.32,16.67016,-177.88015999999914
2021-07-19 04:00:00,31595.92,15.79796,2021-07-19 08:00:00,31262.16,15.63108,-349.3910799999984
2021-07-21 04:00:00,30797.85,15.398925,2021-07-23 16:00:00,32221.12,16.11056,1407.1594400000004
2021-07-23 20:00:00,33634.46,16.81723,2021-07-25 12:00:00,34152.77,17.076385,501.23361499999766
2021-07-25 16:00:00,34312.9,17.15645,2021-07-30 08:00:00,38637.34,19.318669999999997,4305.121329999995
2021-07-30 12:00:00,39056.09,19.528045,2021-07-31 16:00:00,41296.62,20.648310000000002,2219.881690000006
2021-07-31 20:00:00,41448.11,20.724055,2021-08-01 08:00:00,41596.01,20.798005,127.10199500000145
2021-08-05 16:00:00,40694.19,20.347095000000003,2021-08-09 00:00:00,43486.16,21.743080000000003,2770.226920000001
2021-08-09 04:00:00,43790.0,21.895,2021-08-10 12:00:00,45178.06,22.58903,1365.4709699999976
2021-08-10 20:00:00,45589.99,22.794995,2021-08-11 00:00:00,45588.41,22.794205,-24.374204999994472
2021-08-11 04:00:00,46367.38,23.18369,2021-08-11 08:00:00,45946.21,22.973105,-444.14310499999823
2021-08-11 12:00:00,46448.0,23.224,2021-08-12 04:00:00,45230.0,22.615000000000002,-1240.615
2021-08-13 04:00:00,46108.85,23.054425,2021-08-17 16:00:00,45471.21,22.735605,-660.3756049999994
2021-08-20 00:00:00,47092.39,23.546195,2021-08-20 04:00:00,46871.29,23.435645,-244.53564499999854
2021-08-20 08:00:00,46961.01,23.480505,2021-08-22 08:00:00,49171.46,24.58573,2185.8642699999973
2021-08-22 20:00:00,49273.28,24.63664,2021-08-23 12:00:00,49571.64,24.78582,273.5741800000006
2021-08-29 16:00:00,48808.94,24.404470000000003,2021-08-29 20:00:00,48795.41,24.397705000000002,-37.92770499999884
2021-08-31 04:00:00,47789.0,23.8945,2021-08-31 12:00:00,47439.56,23.71978,-373.15978000000234
2021-09-01 16:00:00,48200.44,24.10022,2021-09-07 08:00:00,50989.36,25.494680000000002,2763.4253199999985
2021-09-12 08:00:00,46095.98,23.047990000000002,2021-09-13 04:00:00,44492.14,22.24607,-1626.0860700000037
2021-09-13 08:00:00,44864.14,22.43207,2021-09-13 12:00:00,44361.98,22.18099,-524.3409899999962
2021-09-14 08:00:00,45986.45,22.993225,2021-09-19 08:00:00,47344.16,23.67208,1334.0379200000064
2021-09-19 12:00:00,47656.61,23.828305,2021-09-19 20:00:00,47256.91,23.628455000000002,-423.3284549999971
2021-09-23 12:00:00,43740.46,21.87023,2021-09-24 08:00:00,41510.06,20.755029999999998,-2251.1550300000013
2021-09-24 12:00:00,41927.65,20.963825,2021-09-27 16:00:00,42994.8,21.497400000000003,1045.6526000000015
2021-09-30 16:00:00,43515.5,21.75775,2021-10-12 12:00:00,56352.17,28.176085,12808.493915
2021-10-13 00:00:00,56275.5,28.13775,2021-10-13 04:00:00,54640.19,27.320095000000002,-1662.6300949999977
2021-10-13 12:00:00,56170.86,28.085430000000002,2021-10-21 12:00:00,63040.21,31.520105,6837.829894999999
2021-10-25 08:00:00,62800.0,31.400000000000002,2021-10-26 12:00:00,62555.13,31.277565,-276.1475650000026
2021-10-28 12:00:00,61186.92,30.59346,2021-10-31 12:00:00,60521.99,30.260995,-695.1909950000003
2021-11-02 12:00:00,64042.66,32.02133,2021-11-02 20:00:00,63266.69,31.633345000000002,-807.6033450000011
2021-11-03 00:00:00,63270.5,31.63525,2021-11-03 12:00:00,62210.59,31.105294999999998,-1091.0152950000036
2021-11-03 16:00:00,62859.51,31.429755,2021-11-04 08:00:00,61508.56,30.754279999999998,-1381.7042800000045
2021-11-05 00:00:00,62243.11,31.121555,2021-11-05 04:00:00,62183.9,31.09195,-90.30194999999912
2021-11-07 08:00:00,61957.18,30.97859,2021-11-10 20:00:00,64920.13,32.460065,2930.489934999997
2021-11-14 20:00:00,65568.39,32.784195,2021-11-15 16:00:00,64308.89,32.154445,-1291.654445
2021-11-21 12:00:00,59214.54,29.60727,2021-11-22 00:00:00,57433.77,28.716884999999998,-1809.4868850000041
2021-11-22 12:00:00,58206.7,29.10335,2021-11-22 16:00:00,56007.95,28.003975,-2226.753975
2021-11-22 20:00:00,56268.31,28.134155,2021-11-26 08:00:00,53766.35,26.883175,-2528.843174999999
2021-11-27 16:00:00,54952.88,27.47644,2021-11-27 20:00:00,54738.77,27.369384999999998,-241.47938500000058
2021-11-28 16:00:00,54644.88,27.32244,2021-12-01 20:00:00,57209.29,28.604645,2535.8053550000036
2021-12-03 08:00:00,57011.36,28.50568,2021-12-03 12:00:00,56030.73,28.015365000000003,-1008.6453649999974
2021-12-06 20:00:00,50424.72,25.21236,2021-12-09 12:00:00,48454.96,24.22748,-1993.987480000002
2021-12-12 16:00:00,50214.67,25.107335,2021-12-13 00:00:00,48852.97,24.426485,-1386.126484999997
2021-12-15 20:00:00,48870.48,24.435240000000004,2021-12-16 04:00:00,48718.17,24.359085,-176.66908500000494
2021-12-16 08:00:00,49198.04,24.59902,2021-12-16 12:00:00,48584.85,24.292425,-637.4824250000023
2021-12-19 00:00:00,47685.96,23.84298,2021-12-19 04:00:00,47507.85,23.753925,-201.8639250000006
2021-12-19 12:00:00,47228.69,23.614345,2021-12-19 16:00:00,46656.13,23.328065,-595.888065000005
2021-12-19 20:00:00,46668.63,23.334315,2021-12-20 08:00:00,46074.13,23.037065,-617.537065
2021-12-20 20:00:00,46898.14,23.44907,2021-12-23 00:00:00,48509.3,24.25465,1586.9053500000034
2021-12-23 12:00:00,48788.0,24.394000000000002,2021-12-24 12:00:00,50923.47,25.461735,2110.0082650000013
2021-12-24 16:00:00,51127.36,25.56368,2021-12-25 12:00:00,50669.01,25.334505,-483.6845049999985
2021-12-25 16:00:00,50901.01,25.450505000000003,2021-12-25 20:00:00,50403.64,25.20182,-522.5718200000026
2021-12-26 20:00:00,50765.73,25.382865000000002,2021-12-28 00:00:00,49826.48,24.913240000000002,-964.16324
2021-12-31 08:00:00,47977.58,23.98879,2022-01-03 16:00:00,46364.55,23.182275,-1636.2122749999987
2022-01-03 20:00:00,46445.81,23.222905,2022-01-04 00:00:00,46313.95,23.156975,-155.01697500000057
2022-01-04 04:00:00,46521.68,23.26084,2022-01-04 20:00:00,45833.42,22.91671,-711.176710000002
2022-01-05 12:00:00,46611.46,23.30573,2022-01-05 16:00:00,44673.22,22.33661,-1960.576609999998
2022-01-10 04:00:00,42034.99,21.017495,2022-01-10 08:00:00,41564.26,20.782130000000002,-491.5121299999959
2022-01-11 00:00:00,42251.59,21.125795,2022-01-11 08:00:00,41800.95,20.900475,-471.54047499999945
2022-01-12 12:00:00,43549.99,21.774995,2022-01-13 12:00:00,43170.0,21.585,-401.57499999999794
2022-01-17 04:00:00,42639.51,21.319755,2022-01-17 16:00:00,42221.15,21.110575,-439.47057500000057
2022-01-24 20:00:00,36648.31,18.324154999999998,2022-01-26 20:00:00,36787.43,18.393715,120.72628500000262
2022-01-29 00:00:00,37715.0,18.8575,2022-01-29 12:00:00,37543.79,18.771895,-189.98189499999913
2022-01-29 16:00:00,37831.0,18.9155,2022-01-31 00:00:00,36998.67,18.499335,-850.8293350000017
2022-01-31 04:00:00,37098.68,18.54934,2022-02-02 12:00:00,37419.51,18.709755,302.1202450000018
2022-02-02 16:00:00,37538.91,18.769455,2022-02-02 20:00:00,36892.03,18.446015,-665.3260150000046
2022-02-04 12:00:00,39481.72,19.74086,2022-02-08 16:00:00,42985.41,21.492705,3482.197295000002
2022-02-08 20:00:00,44021.57,22.010785000000002,2022-02-09 00:00:00,43321.58,21.660790000000002,-721.650789999998
2022-02-09 04:00:00,43798.9,21.89945,2022-02-09 08:00:00,43686.65,21.843325,-134.093325
2022-02-09 12:00:00,43855.17,21.927585,2022-02-10 00:00:00,43748.78,21.87439,-128.26438999999942
2022-02-10 04:00:00,44066.19,22.033095000000003,2022-02-11 00:00:00,43310.87,21.655435,-776.9754349999997
2022-02-11 04:00:00,43330.46,21.66523,2022-02-11 20:00:00,42366.0,21.183,-985.6429999999991
2022-02-13 12:00:00,42548.47,21.274235,2022-02-13 16:00:00,42015.27,21.007635,-554.2076350000044
2022-02-13 20:00:00,42041.13,21.020564999999998,2022-02-14 00:00:00,41892.95,20.946475,-169.12647500000028
2022-02-14 12:00:00,42565.0,21.2825,2022-02-14 16:00:00,42102.29,21.051145,-483.76114499999915
2022-02-14 20:00:00,42525.14,21.26257,2022-02-16 12:00:00,43588.5,21.79425,1041.5657500000007
2022-02-16 16:00:00,44202.2,22.1011,2022-02-16 20:00:00,43860.7,21.93035,-363.43035
2022-02-21 12:00:00,38804.5,19.40225,2022-02-21 16:00:00,38114.5,19.05725,-709.05725
2022-02-22 16:00:00,38039.6,19.0198,2022-02-23 20:00:00,37227.8,18.6139,-830.4138999999957
2022-02-24 08:00:00,35425.4,17.7127,2022-03-04 04:00:00,41427.6,20.7138,5981.486199999997
