Open time,Open,High,Low,Close,Volume,Taker buy base asset volume,Taker buy quote asset volume,Symbol,Rolling_Std_Close,Rolling_Mean_Close,ATR,direction
2024-01-02 18:00:00,45001.3,45308.4,44969.6,45189.0,10881.297,5894.458,266088627.87738,BTCUSDT,707.9834319583797,45029.84166666667,470.3124999999997,-1
2024-01-02 19:00:00,45188.9,45286.9,44783.3,45073.2,15774.741,7326.83,329800182.56153,BTCUSDT,634.6140751258648,45093.05,472.1333333333332,-1
2024-01-02 20:00:00,45073.3,45223.1,44762.4,44825.2,15030.281,7428.451,334304415.79844,BTCUSDT,570.729715450193,45137.7125,476.0374999999997,-1
2024-01-02 21:00:00,44825.1,45155.0,44598.0,45155.0,16920.986,8602.161,386168306.48503,BTCUSDT,478.9462963261405,45199.17916666667,485.8624999999999,-1
2024-01-02 22:00:00,45154.9,45338.9,44871.0,45006.7,11592.184,5285.18,238524825.73539,BTCUSDT,337.4799753319241,45258.4625,492.9499999999998,-1
2024-01-02 23:00:00,45006.7,45083.1,44818.1,44979.8,7349.018,3468.641,155962313.29779,BTCUSDT,265.1045232409092,45289.69583333333,475.5708333333332,-1
2024-01-03 00:00:00,44979.7,45250.7,44895.8,45168.1,9891.172,5218.655,235270844.18188,BTCUSDT,265.3260617768394,45289.208333333336,441.395833333333,-1
2024-01-03 01:00:00,45168.0,45379.2,45134.2,45347.8,6424.363,3680.884,166619543.4434,BTCUSDT,253.96679597967417,45306.770833333336,420.9499999999998,-1
2024-01-03 02:00:00,45347.8,45463.5,45251.7,45312.7,7116.849,3455.295,156708215.7562,BTCUSDT,252.8287493972464,45302.3,408.8708333333334,-1
2024-01-03 03:00:00,45312.6,45346.8,45188.0,45297.8,3817.468,1848.242,83656663.5404,BTCUSDT,251.24397404274205,45296.583333333336,398.91666666666697,-1
2024-01-03 04:00:00,45297.8,45309.7,45144.0,45218.8,4135.829,1804.188,81601447.871,BTCUSDT,251.14384061245175,45296.87916666666,393.6833333333334,-1
2024-01-03 05:00:00,45218.8,45330.0,45150.0,45200.0,4979.685,2311.378,104613158.27693,BTCUSDT,251.419069836742,45296.12083333333,392.3083333333334,-1
2024-01-03 06:00:00,45200.0,45405.3,45185.0,45362.7,5647.505,3247.465,147109910.47203,BTCUSDT,250.95853456074585,45302.77916666667,393.8916666666671,-1
2024-01-03 07:00:00,45362.8,45423.0,44960.0,45030.4,12284.417,5309.503,239865131.9108,BTCUSDT,253.3754835263464,45283.4,386.9208333333336,-1
2024-01-03 08:00:00,45030.5,45240.0,45023.7,45224.1,9080.312,4922.759,222203934.36126,BTCUSDT,226.59519830517732,45258.70416666667,373.39583333333366,-1
2024-01-03 09:00:00,45224.1,45582.3,45207.5,45378.7,14623.762,7875.88,357470690.89159,BTCUSDT,205.10810718763085,45244.04583333334,377.2500000000003,-1
2024-01-03 10:00:00,45378.6,45420.9,45061.0,45175.7,11079.822,4814.244,217656936.26918,BTCUSDT,185.7074276316665,45224.04583333333,379.96250000000026,-1
2024-01-03 11:00:00,45175.7,45205.3,43500.0,43728.9,83422.364,36390.229,1612655267.59087,BTCUSDT,350.82940112779124,45150.8,429.78333333333376,1
2024-01-03 12:00:00,43728.9,43738.8,40333.0,42795.8,174460.87,82597.933,3489178401.17276,BTCUSDT,592.0575154291311,45044.1625,557.8666666666671,1
2024-01-03 13:00:00,42795.8,42827.1,42310.4,42545.7,33891.828,16031.819,682013663.55987,BTCUSDT,765.598343712258,44913.30416666667,560.9125000000004,1
2024-01-03 14:00:00,42545.7,42546.4,42062.7,42204.1,27239.337,13428.006,567402674.9652,BTCUSDT,938.9793831371082,44784.575,546.7333333333339,1
2024-01-03 15:00:00,42204.1,43049.9,42194.2,43014.0,33681.973,18377.224,784048539.80695,BTCUSDT,1000.5761947244678,44692.86666666667,561.8958333333339,1
2024-01-03 16:00:00,43014.0,43595.9,42800.0,43009.2,49301.886,23928.52,1034245617.74828,BTCUSDT,1045.3551234534866,44593.525,572.9250000000008,1
2024-01-03 17:00:00,43009.1,43049.8,42595.0,42914.5,19937.512,9646.098,412785315.89025,BTCUSDT,1095.547210095083,44506.57916666666,573.3916666666677,1
2024-01-03 18:00:00,42914.5,43064.9,41920.0,42267.6,26553.799,11731.749,499441788.38668,BTCUSDT,1175.785897391035,44384.85416666666,606.9791666666675,1
2024-01-03 19:00:00,42267.6,43040.0,42163.9,42600.4,25853.536,13313.96,567710116.90515,BTCUSDT,1220.3446202429109,44281.82083333333,622.5000000000009,1
2024-01-03 20:00:00,42600.4,42850.4,42517.6,42724.5,8773.483,4275.01,182563484.37005,BTCUSDT,1254.5336489904496,44194.29166666666,617.1708333333345,1
2024-01-03 21:00:00,42724.6,42974.5,42585.3,42927.1,11066.029,5600.679,239778060.64427,BTCUSDT,1262.7550569093028,44101.4625,610.1791666666677,1
2024-01-03 22:00:00,42927.1,42949.2,42600.0,42753.6,7142.262,3091.132,132294779.8477,BTCUSDT,1276.210710988039,44007.583333333336,605.2333333333341,1
2024-01-03 23:00:00,42753.6,42857.9,42588.1,42849.5,5449.162,2837.243,121230399.42549,BTCUSDT,1279.7295556616928,43918.82083333333,605.4333333333343,1
2024-01-04 00:00:00,42849.5,42997.1,42756.5,42883.4,8209.261,3965.734,170047444.51548,BTCUSDT,1267.6781559898902,43823.625,600.6708333333345,1
2024-01-04 01:00:00,42883.4,42949.3,42625.0,42716.6,7899.91,3954.613,169021737.7307,BTCUSDT,1243.6815886072266,43713.99166666667,603.9750000000013,1
2024-01-04 02:00:00,42716.6,43236.0,42700.0,43151.0,10196.776,5597.103,240632310.57517,BTCUSDT,1200.3893339351937,43623.92083333333,617.4833333333345,1
2024-01-04 03:00:00,43151.1,43229.0,43013.3,43119.6,6648.483,3046.084,131362470.71212,BTCUSDT,1149.5986626011547,43533.1625,619.8541666666675,1
2024-01-04 04:00:00,43119.6,43216.2,42966.9,43161.1,5415.558,2493.71,107460686.60162,BTCUSDT,1093.7949021839026,43447.425,623.3375000000009,1
2024-01-04 05:00:00,43161.1,43290.0,43081.6,43191.3,5112.512,2613.726,112887909.9074,BTCUSDT,1028.7786910697992,43363.72916666666,624.5208333333343,1
2024-01-04 06:00:00,43191.3,43238.9,43088.0,43163.7,4665.851,2033.486,87778159.5016,BTCUSDT,936.8196102536548,43272.10416666666,621.6291666666675,1
2024-01-04 07:00:00,43163.8,43268.0,42765.0,42775.0,18904.068,8260.092,355245680.9799,BTCUSDT,862.9844496957501,43178.129166666666,623.2958333333341,1
2024-01-04 08:00:00,42775.1,42978.3,42732.2,42858.7,9499.444,4928.379,211236433.73594,BTCUSDT,746.3528175352199,43079.57083333333,624.5375000000009,1
2024-01-04 09:00:00,42858.7,43102.8,42858.6,43020.6,7880.922,4029.619,173201247.77444,BTCUSDT,563.2887757869333,42981.316666666666,619.0958333333343,1
2024-01-04 10:00:00,43020.7,43123.2,42645.1,43089.5,13891.397,6888.84,295747118.05101,BTCUSDT,317.1071769397064,42894.39166666667,624.0208333333343,1
2024-01-04 11:00:00,43089.6,43255.0,42942.9,43188.2,10081.485,5150.681,222215651.09988,BTCUSDT,271.1126651933904,42871.8625,565.9708333333341,1
2024-01-04 12:00:00,43188.2,43450.0,43107.4,43386.2,15621.032,8250.237,357242588.54758,BTCUSDT,290.0360919257612,42896.4625,438.33750000000055,1
2024-01-04 13:00:00,43386.2,43493.2,43166.6,43344.2,10599.733,5346.643,231768372.50431,BTCUSDT,293.82405807124445,42929.73333333333,430.41666666666725,1
2024-01-04 14:00:00,43344.3,43785.9,43253.3,43674.0,21012.855,10985.443,478005792.98216,BTCUSDT,289.1526721439365,42990.97916666666,432.4541666666671,-1
2024-01-04 15:00:00,43674.0,44343.1,43609.5,44050.4,42298.085,21532.047,947640723.55411,BTCUSDT,361.1636083700567,43034.1625,427.3666666666668,-1
2024-01-04 16:00:00,44050.4,44135.0,43773.4,43913.1,20219.377,9302.545,408644487.96129,BTCUSDT,403.1379829052101,43071.825,409.2708333333333,-1
2024-01-04 17:00:00,43913.2,44227.6,43822.0,43983.0,17877.904,9176.035,403960544.09444,BTCUSDT,442.1235111508241,43116.34583333333,407.22083333333313,-1
2024-01-04 18:00:00,43983.0,44158.0,43870.0,44048.2,7912.437,4072.983,179355099.68134,BTCUSDT,442.9034930826352,43190.5375,371.5166666666664,-1
2024-01-04 19:00:00,44048.2,44437.5,43904.3,43950.0,21276.829,10557.116,466780956.28189,BTCUSDT,450.3326842498144,43246.770833333336,357.22916666666634,-1
2024-01-04 20:00:00,43950.0,44840.8,43887.2,44116.7,27243.794,14676.699,650572860.12426,BTCUSDT,469.395533573156,43304.77916666667,383.09583333333313,-1
2024-01-04 21:00:00,44116.6,44633.0,44116.6,44434.1,17418.736,8994.715,398971106.46338,BTCUSDT,515.2347202377094,43367.57083333333,388.3958333333333,-1
2024-01-04 22:00:00,44434.1,44754.6,44130.0,44311.7,16324.945,7822.864,348043495.18194,BTCUSDT,532.3860702100038,43432.49166666666,399.8708333333334,-1
2024-01-04 23:00:00,44311.8,44352.9,44043.4,44143.8,7711.704,3646.777,161267058.25476,BTCUSDT,536.3030891764247,43486.42083333333,401.5249999999999,-1
2024-01-05 00:00:00,44143.8,44246.7,43961.0,44207.5,10046.514,5116.358,225817918.84931,BTCUSDT,539.6678696131426,43541.59166666667,403.4041666666665,-1
2024-01-05 01:00:00,44207.4,44284.0,42300.0,43374.5,48919.101,22745.98,986035243.17168,BTCUSDT,511.9369063360019,43569.004166666666,472.5583333333331,-1
2024-01-05 02:00:00,43373.5,43949.8,43300.8,43506.4,24585.278,12866.753,560668858.7017,BTCUSDT,504.4047299303642,43583.8125,477.2666666666664,-1
2024-01-05 03:00:00,43506.5,43778.7,43413.0,43469.1,8943.088,4511.064,196605786.97546,BTCUSDT,495.3843981763649,43598.375,483.5166666666664,-1
2024-01-05 04:00:00,43469.5,43632.0,43193.5,43589.3,12977.039,6534.389,283783116.70299,BTCUSDT,486.58366604111313,43616.21666666667,491.3999999999999,-1
2024-01-05 05:00:00,43589.3,43726.4,43510.8,43644.2,6975.411,3440.786,150107881.66092,BTCUSDT,478.0961594314298,43635.0875,491.6999999999998,-1
2024-01-05 06:00:00,43643.1,43951.7,43573.3,43847.9,9811.778,5485.239,240035731.31123,BTCUSDT,469.0797720970507,43663.59583333333,501.17916666666616,-1
2024-01-05 07:00:00,43847.8,43927.8,43713.8,43769.6,7056.237,3254.353,142593320.37753,BTCUSDT,429.4202662362265,43705.0375,489.13749999999953,-1
2024-01-05 08:00:00,43769.6,43947.1,43758.5,43911.6,6303.286,3167.536,138883818.47793,BTCUSDT,391.2871678878183,43748.90833333333,486.7416666666659,-1
2024-01-05 09:00:00,43911.6,44332.4,43911.6,44147.8,21152.247,10845.511,478443703.27442,BTCUSDT,366.9599317661117,43795.875,494.0999999999992,-1
2024-01-05 10:00:00,44147.8,44160.0,43459.0,43628.2,15345.601,6748.669,295801739.42447,BTCUSDT,337.138102239922,43818.32083333333,503.3874999999992,-1
2024-01-05 11:00:00,43628.3,43912.9,43596.0,43769.9,11131.977,5671.041,248311899.12035,BTCUSDT,309.65771133375574,43842.55833333333,503.58749999999935,-1
2024-01-05 12:00:00,43769.9,44119.1,43620.2,43877.7,14004.981,7097.437,311546125.01176,BTCUSDT,294.02219350211345,43863.037500000006,510.09999999999945,-1
2024-01-05 13:00:00,43877.7,44089.4,43701.6,43978.6,16663.022,8538.973,374765946.32076,BTCUSDT,273.1237328761481,43889.47083333333,512.6499999999996,-1
2024-01-05 14:00:00,43978.6,44060.9,43000.0,43489.6,31678.387,14618.468,637507447.96175,BTCUSDT,281.9014155655878,43881.7875,534.6624999999998,-1
2024-01-05 15:00:00,43483.4,43800.0,43341.0,43495.2,20019.537,9820.955,428295513.11648,BTCUSDT,290.1236227949699,43858.65416666667,523.2208333333332,-1
2024-01-05 16:00:00,43495.1,43593.4,43202.0,43220.8,15126.816,7373.39,320025733.34273,BTCUSDT,317.59100704156623,43829.80833333333,524.4625,-1
2024-01-05 17:00:00,43220.7,43619.9,43090.0,43603.5,18536.164,9889.906,428994195.01843,BTCUSDT,319.0761139660492,43813.99583333333,529.6416666666668,-1
2024-01-05 18:00:00,43603.6,43699.0,43406.4,43604.4,7686.253,3819.267,166382334.69606,BTCUSDT,317.77023758523774,43795.50416666667,529.8333333333334,-1
2024-01-05 19:00:00,43604.4,43825.2,43512.5,43599.0,9227.577,4641.308,202625626.8691,BTCUSDT,318.4270989932206,43780.87916666667,520.6458333333334,-1
2024-01-05 20:00:00,43599.0,44500.0,43591.1,43951.6,25270.009,13943.848,613623011.13264,BTCUSDT,312.5865459288063,43774.0,518.7833333333332,-1
2024-01-05 21:00:00,43951.7,43969.7,43559.0,43936.2,12684.375,6040.857,264443550.77922,BTCUSDT,281.88692611110423,43753.25416666666,514.3791666666663,-1
2024-01-05 22:00:00,43936.3,44040.2,43760.0,43964.2,5888.15,2851.88,125204524.9391,BTCUSDT,260.032638837737,43738.775,500.02916666666624,-1
2024-01-05 23:00:00,43964.3,44336.7,43964.2,44145.4,14934.963,7360.929,325052032.83745,BTCUSDT,260.1411755795907,43738.84166666667,502.65416666666624,-1
2024-01-06 00:00:00,44145.3,44214.6,43966.0,44066.0,6149.687,2956.319,130344354.32989,BTCUSDT,250.4818486510952,43732.94583333333,501.10833333333295,-1
2024-01-06 01:00:00,44066.0,44095.5,43899.3,43961.5,5626.504,2709.968,119234293.4273,BTCUSDT,242.49098141763727,43757.40416666667,426.61666666666616,-1
2024-01-06 02:00:00,43961.5,44009.9,43822.0,43900.1,5631.5,2523.284,110780866.9701,BTCUSDT,238.048573626994,43773.80833333334,407.40416666666624,-1
2024-01-06 03:00:00,43900.1,44016.8,43809.5,43925.8,4936.348,2528.505,111067518.73175,BTCUSDT,230.77445381293657,43792.8375,400.8041666666665,-1
2024-01-06 04:00:00,43925.8,43972.0,43831.0,43851.1,2952.747,1418.226,62259109.8313,BTCUSDT,226.8900058718851,43803.74583333333,388.40833333333313,-1
2024-01-06 05:00:00,43851.2,43870.6,43577.6,43695.9,9426.428,4591.271,200756496.9344,BTCUSDT,225.55084262477732,43805.9,391.6333333333332,-1
2024-01-06 06:00:00,43695.8,43699.4,43422.4,43455.4,11047.081,5358.555,233455357.09607,BTCUSDT,236.34448325387888,43789.54583333334,387.4083333333335,-1
2024-01-06 07:00:00,43455.4,43667.7,43391.3,43645.3,8797.309,4795.681,208813913.82019,BTCUSDT,238.1555660135582,43784.36666666667,390.0083333333332,-1
2024-01-06 08:00:00,43645.4,43749.7,43550.0,43696.1,5542.7,3003.528,131124709.0581,BTCUSDT,237.21054363353844,43775.3875,390.47083333333313,-1
2024-01-06 09:00:00,43696.1,43765.0,43630.1,43653.6,4241.808,1987.473,86871007.8157,BTCUSDT,224.59123154361973,43754.79583333333,378.5583333333331,-1
2024-01-06 10:00:00,43653.7,43777.5,43579.1,43694.6,5270.934,2958.697,129219633.18484,BTCUSDT,223.3695919761982,43757.5625,357.6166666666665,-1
2024-01-06 11:00:00,43694.6,43707.7,43611.2,43669.2,3516.154,1498.642,65436455.4861,BTCUSDT,224.07244687672605,43753.36666666667,348.4333333333331,-1
2024-01-06 12:00:00,43669.2,43748.0,43527.2,43607.4,4232.75,1906.254,83198459.24564,BTCUSDT,224.34424727698985,43742.10416666666,336.84583333333313,-1
2024-01-06 13:00:00,43607.3,43744.3,43541.0,43701.2,4608.887,2596.482,113371034.17874,BTCUSDT,218.70512603924897,43730.54583333334,329.15833333333313,-1
2024-01-06 14:00:00,43701.1,43925.0,43700.1,43824.4,8609.057,4580.862,200784950.79517,BTCUSDT,213.2785165789216,43744.49583333334,294.3249999999998,-1
2024-01-06 15:00:00,43824.5,43898.0,43778.9,43863.6,4230.221,2194.301,96222042.1929,BTCUSDT,207.741492745236,43759.84583333333,280.16249999999974,-1
2024-01-06 16:00:00,43863.6,43973.1,43817.4,43865.4,4984.527,2508.196,110101437.92696,BTCUSDT,173.9388360245797,43786.70416666667,270.34166666666624,-1
2024-01-06 17:00:00,43865.4,44010.7,43835.0,43962.1,5063.45,2703.367,118777961.30425,BTCUSDT,172.9162123795029,43801.645833333336,255.58333333333272,-1
2024-01-06 18:00:00,43962.0,44149.9,43878.8,43992.7,8441.003,4372.22,192525990.38635,BTCUSDT,171.82065789162806,43817.825,254.6874999999994,-1
2024-01-06 19:00:00,43992.7,44015.1,43826.1,43903.6,4926.559,2284.556,100313870.4783,BTCUSDT,166.10903613021682,43830.51666666666,249.53333333333285,-1
2024-01-06 20:00:00,43903.6,43960.7,43645.0,43816.4,7347.837,3081.932,135008607.11053,BTCUSDT,164.10459990565883,43824.88333333333,224.816666666666,-1
2024-01-06 21:00:00,43816.3,43930.4,43712.1,43881.3,4542.916,2400.024,105239170.11375,BTCUSDT,162.8634009630149,43822.59583333333,216.7999999999996,-1
2024-01-06 22:00:00,43881.3,43920.0,43730.6,43865.8,3304.253,1710.858,75019997.42713,BTCUSDT,160.3629890055833,43818.49583333333,213.0166666666664,-1
2024-01-06 23:00:00,43865.7,43980.0,43723.0,43956.7,5112.137,2604.402,114222227.80738,BTCUSDT,147.76965525622484,43810.63333333333,208.2041666666664,-1
2024-01-07 00:00:00,43956.6,44267.9,43906.9,44119.0,10395.234,5621.541,247938388.08466,BTCUSDT,152.08491025603772,43812.84166666667,212.88749999999985,-1
2024-01-07 01:00:00,44119.1,44159.1,43952.8,43961.6,5147.04,2143.709,94460906.937,BTCUSDT,152.08916143306573,43812.84583333333,213.30833333333308,-1
2024-01-07 02:00:00,43961.5,44088.0,43824.2,43927.6,6671.698,3117.005,137001357.4185,BTCUSDT,152.8766650283677,43813.99166666667,216.4708333333332,-1
2024-01-07 03:00:00,43927.7,44029.6,43900.8,43937.2,3290.23,1699.38,74715389.03245,BTCUSDT,153.25640540333782,43814.46666666667,213.1999999999995,-1
2024-01-07 04:00:00,43937.1,44032.0,43872.8,43994.8,3515.009,1765.006,77588973.4955,BTCUSDT,157.4982124928942,43820.45416666666,213.95833333333272,-1
2024-01-07 05:00:00,43994.8,44068.2,43830.0,43880.4,4029.233,1670.82,73435711.8046,BTCUSDT,155.64622906848658,43828.14166666666,211.67499999999927,-1
2024-01-07 06:00:00,43880.5,44087.3,43842.5,44015.4,5773.35,3202.528,140848933.80985,BTCUSDT,138.35287036842698,43851.475,210.33333333333272,-1
2024-01-07 07:00:00,44015.3,44099.6,43980.0,44071.5,3481.063,1778.911,78355563.58829,BTCUSDT,138.0908889943192,43869.23333333334,203.7999999999996,-1
2024-01-07 08:00:00,44071.6,44161.5,43988.4,44009.9,5710.541,2572.08,113412162.47696,BTCUSDT,135.82248298463466,43882.30833333334,202.6916666666663,-1
2024-01-07 09:00:00,44010.0,44059.7,43862.8,43923.0,6288.243,2908.657,127836363.0026,BTCUSDT,126.94101220552716,43893.53333333333,205.27499999999927,-1
2024-01-07 10:00:00,43923.0,43991.2,43896.2,43951.4,3541.646,1788.73,78596004.1846,BTCUSDT,120.08127561646327,43904.23333333334,200.96666666666596,-1
2024-01-07 11:00:00,43951.3,44120.0,43947.0,44054.0,5522.521,2977.058,131092560.05439,BTCUSDT,112.80389935724276,43920.26666666666,204.15416666666596,-1
2024-01-07 12:00:00,44054.0,44138.0,43956.0,44080.9,4923.042,2487.525,109609648.40819,BTCUSDT,95.83598071355912,43939.99583333333,202.53749999999917,-1
2024-01-07 13:00:00,44080.9,44461.8,44066.5,44406.2,17832.044,9872.529,437343569.83328,BTCUSDT,123.509867513664,43969.37083333334,210.53749999999917,-1
2024-01-07 14:00:00,44406.3,44486.9,44268.1,44405.0,10590.45,5293.36,234908466.45509,BTCUSDT,148.26069229735015,43993.5625,210.2833333333325,-1
2024-01-07 15:00:00,44405.0,44431.2,43922.7,44035.0,15675.217,6626.103,292418040.9597,BTCUSDT,145.83658060585654,44000.70416666667,226.50833333333264,-1
2024-01-07 16:00:00,44034.9,44180.5,43828.6,43910.7,11693.369,5573.115,245334811.25959,BTCUSDT,144.29425224844897,44002.59166666667,234.6833333333328,-1
2024-01-07 17:00:00,43910.8,44097.9,43686.9,44056.3,11553.65,5913.085,259749625.76698,BTCUSDT,144.4260595139315,44006.51666666667,244.4874999999996,-1
2024-01-07 18:00:00,44056.3,44171.7,44023.1,44088.0,4027.419,1942.951,85720600.74461,BTCUSDT,145.33688096091214,44010.4875,239.3833333333329,-1
2024-01-07 19:00:00,44088.1,44262.3,44025.2,44238.8,4887.93,2879.113,127114655.60663,BTCUSDT,150.62834186581085,44024.45416666666,241.38749999999985,-1
2024-01-07 20:00:00,44238.8,44262.9,44100.0,44108.2,3295.638,1257.106,55534325.8658,BTCUSDT,144.76722939455968,44036.6125,235.02083333333331,-1
2024-01-07 21:00:00,44108.2,44238.0,44095.6,44218.8,3382.184,1642.622,72556379.06096,BTCUSDT,145.4151306344936,44050.675,231.8583333333333,-1
2024-01-07 22:00:00,44218.7,44218.8,43750.9,43851.3,11719.511,5572.132,244801020.3482,BTCUSDT,146.24439782426913,44050.07083333333,243.46249999999995,-1
2024-01-07 23:00:00,43851.3,44014.7,43557.5,43916.9,17764.452,8725.969,381983794.77767,BTCUSDT,147.56886472766547,44048.412500000006,251.80416666666648,-1
2024-01-08 00:00:00,43916.9,43975.0,43612.0,43621.8,11321.115,5293.239,231695862.1447,BTCUSDT,170.367430239137,44027.69583333333,251.88749999999985,1
2024-01-08 01:00:00,43621.9,43796.2,43600.0,43699.3,6965.421,3615.055,158040626.07474,BTCUSDT,182.75486710161923,44016.76666666666,251.46666666666653,1
