Open time,Open,High,Low,Close,Volume,Taker buy base asset volume,Taker buy quote asset volume,Symbol,Rolling_Std_Close,Rolling_Mean_Close,ATR
2022-01-01 18:00:00,47733.16,47832.04,47400.44,47546.74,9854.73,4504.064,214384380.99707,BTCUSDT,,,
2022-01-01 19:00:00,47546.74,47603.9,47278.67,47326.98,5808.847,2847.1,134923235.15419,BTCUSDT,,,
2022-01-01 20:00:00,47326.99,47549.98,47223.0,47385.22,5905.027,2939.273,139324067.88691,BTCUSDT,,,
2022-01-01 21:00:00,47385.21,47533.59,47262.48,47322.2,5161.124,2895.982,137285552.62857,BTCUSDT,,,
2022-01-01 22:00:00,47322.19,47484.48,47202.47,47428.16,4628.942,2287.98,108371744.92161,BTCUSDT,,,
2022-01-01 23:00:00,47428.17,47813.43,47267.08,47704.35,7795.54,4192.719,199288778.20046,BTCUSDT,,,
2022-01-02 00:00:00,47704.35,47745.61,47352.58,47622.14,8231.279,3957.364,188246635.24442,BTCUSDT,,,
2022-01-02 01:00:00,47622.14,47633.11,47312.99,47381.21,4396.838,2099.249,99591904.95703,BTCUSDT,,,
2022-01-02 02:00:00,47381.21,47454.65,47282.5,47374.28,4189.093,2150.494,101887286.30228,BTCUSDT,,,
2022-01-02 03:00:00,47374.29,47470.0,47263.28,47330.75,4022.971,1904.813,90200463.00254,BTCUSDT,,,
2022-01-02 04:00:00,47330.76,47418.65,46749.99,46902.11,13039.814,5479.212,257829428.75259,BTCUSDT,,,
2022-01-02 05:00:00,46903.89,47091.58,46821.92,47077.7,7534.557,4315.061,202658010.76061,BTCUSDT,,,
2022-01-02 06:00:00,47076.58,47250.0,47005.3,47122.49,5991.521,3167.439,149254828.23666,BTCUSDT,,,
2022-01-02 07:00:00,47122.49,47294.01,47085.82,47171.04,4750.668,2594.29,122403539.65425,BTCUSDT,,,
2022-01-02 08:00:00,47171.39,47240.0,46963.66,47211.36,5703.105,2737.038,128988994.63704,BTCUSDT,,,
2022-01-02 09:00:00,47211.36,47500.0,47135.0,47263.18,8015.488,4365.48,206627866.88466,BTCUSDT,,,
2022-01-02 10:00:00,47263.18,47345.0,47121.53,47175.95,3869.99,1756.596,83022103.8232,BTCUSDT,,,
2022-01-02 11:00:00,47175.95,47374.7,47148.16,47231.3,4619.824,2471.444,116821528.71682,BTCUSDT,,,
2022-01-02 12:00:00,47231.29,47453.05,47002.47,47279.57,9127.342,4394.504,207466496.76929,BTCUSDT,,,
2022-01-02 13:00:00,47279.58,47291.91,47075.0,47133.07,5431.669,2703.306,127496193.2706,BTCUSDT,,,
2022-01-02 14:00:00,47133.08,47200.0,47006.66,47110.2,4712.418,2337.777,110146315.63549,BTCUSDT,,,
2022-01-02 15:00:00,47110.2,47400.0,47068.5,47329.68,7520.711,3864.141,182545928.07815,BTCUSDT,,,
2022-01-02 16:00:00,47329.68,47888.0,47263.5,47780.0,15064.059,8078.76,384381699.69576,BTCUSDT,,,
2022-01-02 17:00:00,47780.01,48000.0,47301.0,47402.3,17209.064,7704.297,367128429.12921,BTCUSDT,,,
2022-01-02 18:00:00,47401.6,47408.7,46605.68,47046.95,22919.292,11517.526,541162810.81439,BTCUSDT,,,
2022-01-02 19:00:00,47046.96,47220.0,46836.6,46908.29,8671.035,4487.416,210945828.89943,BTCUSDT,,,
2022-01-02 20:00:00,46908.66,47051.73,46815.75,47012.47,4540.095,2329.891,109423939.8075,BTCUSDT,,,
2022-01-02 21:00:00,47012.47,47185.65,46916.95,47023.47,4366.636,2149.946,101169089.43333,BTCUSDT,,,
2022-01-02 22:00:00,47020.94,47400.0,47014.81,47261.73,5800.066,3013.811,142358460.71587,BTCUSDT,,,
2022-01-02 23:00:00,47261.81,47469.46,47261.81,47280.0,5067.558,2401.458,113739788.70358,BTCUSDT,,,
2022-01-03 00:00:00,47280.01,47288.28,47050.0,47059.43,5586.727,2495.84,117751698.77575,BTCUSDT,,,
2022-01-03 01:00:00,47059.44,47137.75,46935.08,47117.42,5019.993,2727.04,128288353.04031,BTCUSDT,,,
2022-01-03 02:00:00,47117.42,47117.43,46850.0,47005.39,7658.849,3613.351,169669638.01967,BTCUSDT,,,
2022-01-03 03:00:00,47005.38,47100.0,46717.26,46802.86,8026.312,3633.492,170374664.40994,BTCUSDT,,,
2022-01-03 04:00:00,46802.86,46944.43,46750.0,46823.58,4363.434,2250.483,105442954.53253,BTCUSDT,,,
2022-01-03 05:00:00,46823.57,47217.37,46775.0,47083.37,9147.882,4806.208,225880421.15408,BTCUSDT,,,
2022-01-03 06:00:00,47083.37,47105.97,46880.0,46930.85,4343.975,1988.633,93464818.20907,BTCUSDT,,,
2022-01-03 07:00:00,46930.85,47077.99,46857.38,47041.11,3477.953,1687.421,79246484.11882,BTCUSDT,,,
2022-01-03 08:00:00,47042.77,47133.97,46921.86,46970.01,4450.578,2102.788,98868375.7168,BTCUSDT,,,
2022-01-03 09:00:00,46970.01,47100.0,46777.0,46979.01,9170.446,4553.092,213595156.1778,BTCUSDT,,,
2022-01-03 10:00:00,46979.02,47249.78,46978.91,47116.89,10762.26,5457.265,257212407.77451,BTCUSDT,,,
2022-01-03 11:00:00,47116.15,47436.26,47116.15,47364.11,8852.296,4819.27,227945105.614,BTCUSDT,,,
2022-01-03 12:00:00,47364.11,47575.22,47170.01,47192.64,13865.483,6133.7,290586623.3202,BTCUSDT,,,
2022-01-03 13:00:00,47192.63,47356.2,47123.94,47157.33,6724.003,3543.013,167429386.19289,BTCUSDT,,,
2022-01-03 14:00:00,47157.33,47290.0,46781.35,46874.66,19751.2,9300.265,437347475.48201,BTCUSDT,,,
2022-01-03 15:00:00,46874.66,47020.0,46560.0,46689.99,17371.377,8336.371,390344544.35056,BTCUSDT,,,
2022-01-03 16:00:00,46689.99,46790.77,46260.4,46484.0,24388.613,11865.33,551508651.45466,BTCUSDT,,,
2022-01-03 17:00:00,46484.0,46800.0,46402.03,46564.54,12073.409,6226.789,290256169.58356,BTCUSDT,,,
2022-01-03 18:00:00,46564.53,46735.0,46400.02,46469.49,6768.947,3106.955,144643586.729,BTCUSDT,,,
2022-01-03 19:00:00,46469.49,46646.16,46345.28,46364.55,6132.82,3010.735,140045368.6916,BTCUSDT,,,
2022-01-03 20:00:00,46364.56,46416.0,45665.4,45904.74,28570.775,12843.882,590322571.94938,BTCUSDT,,,
2022-01-03 21:00:00,45904.75,46250.0,45804.65,45974.5,10716.23,5253.704,241768448.69588,BTCUSDT,,,
2022-01-03 22:00:00,45973.72,46449.99,45953.38,46214.28,8795.719,4481.634,207096678.62803,BTCUSDT,,,
2022-01-03 23:00:00,46214.28,46579.28,46157.38,46445.81,8762.512,4815.997,223497360.58981,BTCUSDT,,,
2022-01-04 00:00:00,46445.8,46550.0,46160.0,46251.5,9518.048,4710.962,218405308.82725,BTCUSDT,,,
2022-01-04 01:00:00,46251.51,46415.0,46050.0,46065.39,6253.336,2946.092,136151860.90863,BTCUSDT,,,
2022-01-04 02:00:00,46065.38,46275.58,45931.61,46111.81,8395.104,4158.184,191747509.8346,BTCUSDT,,,
2022-01-04 03:00:00,46111.81,46380.0,46013.13,46313.95,6649.901,3259.424,150661574.14421,BTCUSDT,,,
2022-01-04 04:00:00,46313.95,46417.51,46020.5,46107.5,7571.024,3644.305,168408415.84314,BTCUSDT,,,
2022-01-04 05:00:00,46107.54,46298.81,46022.1,46151.49,6182.868,3016.21,139200681.55076,BTCUSDT,,,
2022-01-04 06:00:00,46151.49,46386.17,46062.8,46359.14,6822.426,3561.09,164692190.76163,BTCUSDT,,,
2022-01-04 07:00:00,46359.13,46550.89,46304.8,46521.68,8275.239,3925.766,182324256.15872,BTCUSDT,,,
2022-01-04 08:00:00,46521.69,46690.0,46376.82,46475.02,9523.374,4533.785,211051903.30432,BTCUSDT,,,
2022-01-04 09:00:00,46476.1,46580.31,46270.54,46355.2,7613.404,3300.979,153245211.26373,BTCUSDT,,,
2022-01-04 10:00:00,46354.27,46750.0,46288.01,46599.84,11875.214,6459.825,300603489.60503,BTCUSDT,,,
2022-01-04 11:00:00,46599.85,46739.59,46599.84,46709.98,8725.688,3990.605,186267003.78917,BTCUSDT,,,
2022-01-04 12:00:00,46709.97,46748.84,46460.17,46628.88,8009.47,3845.721,179079648.29937,BTCUSDT,,,
2022-01-04 13:00:00,46628.87,47088.0,46390.84,46933.15,17605.575,9242.027,432394072.28848,BTCUSDT,,,
2022-01-04 14:00:00,46933.14,47427.38,46781.93,47303.01,20458.338,10348.86,487845813.35819,BTCUSDT,,,
2022-01-04 15:00:00,47303.01,47524.36,46845.0,46925.28,22558.445,10308.444,486955663.89825,BTCUSDT,,,
2022-01-04 16:00:00,46925.28,46934.1,46635.0,46767.94,17747.146,9171.655,429191590.9308,BTCUSDT,,,
2022-01-04 17:00:00,46767.95,46986.54,46523.0,46564.0,10212.957,4685.572,219306793.06985,BTCUSDT,,,
2022-01-04 18:00:00,46563.99,46719.93,45445.57,45742.69,35836.936,16566.271,762629917.74906,BTCUSDT,,,
2022-01-04 19:00:00,45742.7,46450.89,45570.0,46058.09,29098.615,15269.432,704216760.42343,BTCUSDT,,,
2022-01-04 20:00:00,46058.09,46430.38,45959.47,46267.79,9977.554,5090.343,235351125.57009,BTCUSDT,,,
2022-01-04 21:00:00,46266.0,46338.17,46029.5,46230.6,6648.971,3365.572,155446410.66032,BTCUSDT,,,
2022-01-04 22:00:00,46230.59,46272.62,45963.89,46155.89,6210.366,2990.548,137993111.81236,BTCUSDT,,,
2022-01-04 23:00:00,46158.63,46160.0,45750.0,45833.42,10379.751,4894.537,224885217.91271,BTCUSDT,,,
2022-01-05 00:00:00,45833.41,46296.74,45710.23,46260.08,10377.581,5289.527,243567185.97837,BTCUSDT,,,
2022-01-05 01:00:00,46260.08,46333.0,46109.51,46112.1,6465.996,2989.826,138210615.07654,BTCUSDT,,,
2022-01-05 02:00:00,46112.11,46405.0,46111.29,46291.45,5215.84,2888.891,133739830.69508,BTCUSDT,,,
2022-01-05 03:00:00,46291.46,46580.0,46291.44,46409.76,6754.71,3520.941,163516343.1024,BTCUSDT,,,
2022-01-05 04:00:00,46412.87,46537.0,46349.76,46419.0,5266.075,2775.544,128890555.49091,BTCUSDT,,,
2022-01-05 05:00:00,46419.0,46419.0,46243.1,46302.72,4295.105,1839.773,85194511.12139,BTCUSDT,,,
2022-01-05 06:00:00,46302.72,46472.67,46250.59,46454.0,4495.17,2439.12,113122203.79748,BTCUSDT,,,
2022-01-05 07:00:00,46453.99,46489.97,46325.0,46399.33,4233.442,1874.602,87007875.70016,BTCUSDT,,,
2022-01-05 08:00:00,46399.34,46677.0,46261.75,46626.53,8680.821,4576.383,212826812.83662,BTCUSDT,,,
2022-01-05 09:00:00,46624.01,46943.47,46561.75,46850.75,13807.524,7066.862,330488138.81876,BTCUSDT,,,
2022-01-05 10:00:00,46850.76,47075.29,46703.0,46809.4,12596.823,6305.358,295397530.33747,BTCUSDT,,,
2022-01-05 11:00:00,46809.4,46839.91,46095.4,46271.93,19806.41,9105.013,422473640.15183,BTCUSDT,,,
2022-01-05 12:00:00,46271.93,46345.01,45900.0,46228.27,19082.758,9326.485,430184571.54954,BTCUSDT,,,
2022-01-05 13:00:00,46228.28,46456.57,46100.0,46429.36,14635.57,7422.911,343761971.04181,BTCUSDT,,,
2022-01-05 14:00:00,46429.36,46820.83,46123.64,46682.79,28802.675,14585.985,677860337.77659,BTCUSDT,,,
2022-01-05 15:00:00,46682.79,46811.0,46355.16,46611.46,18778.267,9160.944,427044034.56406,BTCUSDT,,,
2022-01-05 16:00:00,46611.47,46670.0,46262.34,46308.23,12251.662,5771.192,268198459.06297,BTCUSDT,,,
2022-01-05 17:00:00,46308.24,46464.0,45983.93,46007.99,12594.485,5775.437,267018297.80916,BTCUSDT,,,
2022-01-05 18:00:00,46007.98,46326.8,45550.0,45922.29,40427.037,20189.805,925673463.29424,BTCUSDT,,,
2022-01-05 19:00:00,45922.29,46126.73,44128.22,44673.22,62937.664,26974.846,1220401028.7839,BTCUSDT,,,
2022-01-05 20:00:00,44671.93,44835.0,43488.77,43958.56,65234.752,30887.479,1365337672.48812,BTCUSDT,,,
2022-01-05 21:00:00,43958.56,44346.31,43250.0,43604.0,30061.822,14847.331,650902204.77078,BTCUSDT,,,
2022-01-05 22:00:00,43604.01,43785.53,42270.0,43415.84,58049.019,26566.128,1147253596.29651,BTCUSDT,,,
2022-01-05 23:00:00,43415.84,43671.0,43210.0,43421.69,20626.361,10395.16,452065340.98063,BTCUSDT,,,
2022-01-06 00:00:00,43421.7,43749.0,43255.0,43656.0,16523.725,7983.897,347359995.89912,BTCUSDT,,,
2022-01-06 01:00:00,43655.99,43766.0,43290.47,43525.91,10856.695,5379.006,234306614.2075,BTCUSDT,,,
2022-01-06 02:00:00,43525.9,43600.0,43111.0,43248.4,12835.857,6087.045,263814236.8379,BTCUSDT,,,
2022-01-06 03:00:00,43248.39,43300.0,42801.0,42817.38,15960.787,7414.671,319182326.69361,BTCUSDT,,,
2022-01-06 04:00:00,42821.05,43150.71,42566.73,43007.21,23105.021,12018.181,515411082.45287,BTCUSDT,,,
2022-01-06 05:00:00,43007.21,43247.08,42778.71,43038.12,12847.183,6282.639,270499898.13049,BTCUSDT,,,
2022-01-06 06:00:00,43038.13,43216.56,42900.0,43091.6,9463.139,4842.878,208442435.00724,BTCUSDT,,,
2022-01-06 07:00:00,43094.35,43258.82,42982.81,43222.22,8260.544,4339.905,187257977.7957,BTCUSDT,,,
2022-01-06 08:00:00,43222.22,43253.23,42906.62,43050.0,10357.178,5096.157,219483709.20972,BTCUSDT,,,
2022-01-06 09:00:00,43050.01,43085.62,42385.83,42591.58,23680.075,10993.45,469783031.65635,BTCUSDT,,,
2022-01-06 10:00:00,42591.57,42947.05,42562.74,42874.38,15070.974,7857.732,336112923.15652,BTCUSDT,,,
2022-01-06 11:00:00,42874.39,42944.0,42680.0,42865.15,10169.934,5105.037,218711497.16063,BTCUSDT,,,
2022-01-06 12:00:00,42865.14,43055.0,42629.75,43047.4,14109.144,7187.886,307897935.68171,BTCUSDT,,,
2022-01-06 13:00:00,43048.75,43188.0,42882.39,43123.15,13449.994,6492.199,279477211.69305,BTCUSDT,,,
2022-01-06 14:00:00,43123.14,43228.73,42752.53,42802.24,17893.438,8679.086,373186690.90405,BTCUSDT,,,
2022-01-06 15:00:00,42802.78,43014.87,42650.0,42947.79,16507.19,8717.123,373505130.95477,BTCUSDT,,,
2022-01-06 16:00:00,42947.78,43095.49,42742.0,42878.24,12659.744,5978.741,256552427.24621,BTCUSDT,,,
2022-01-06 17:00:00,42878.25,43160.0,42785.88,42994.68,10121.939,5323.485,228930426.59024,BTCUSDT,,,
2022-01-06 18:00:00,42994.0,43430.0,42965.7,43353.88,9777.476,5524.359,238667265.5738,BTCUSDT,,,
2022-01-06 19:00:00,43353.89,43488.48,43202.04,43409.03,9662.063,4661.449,202179476.44079,BTCUSDT,,,
2022-01-06 20:00:00,43409.03,43564.78,43100.0,43206.67,10734.654,5041.042,218311654.94243,BTCUSDT,,,
2022-01-06 21:00:00,43209.99,43233.42,43056.67,43105.1,6063.373,3007.776,129817242.54055,BTCUSDT,,,
2022-01-06 22:00:00,43105.11,43218.0,43000.0,43163.57,5067.002,2851.687,122947656.36383,BTCUSDT,,,
2022-01-06 23:00:00,43163.57,43222.3,43045.73,43080.01,4332.722,2040.724,88028149.05004,BTCUSDT,,,
2022-01-07 00:00:00,43080.01,43135.0,42712.41,42787.99,11015.952,5063.756,217217475.72984,BTCUSDT,,,
2022-01-07 01:00:00,42787.99,43026.37,42783.94,42988.26,7152.117,3716.331,159522584.05278,BTCUSDT,,,
2022-01-07 02:00:00,42989.13,43017.45,42761.73,42795.77,6078.19,2660.498,114046685.52495,BTCUSDT,,,
2022-01-07 03:00:00,42795.77,42821.53,41500.0,41789.97,48253.516,21652.978,911003531.5298,BTCUSDT,,,
2022-01-07 04:00:00,41789.97,41888.0,40900.0,41680.0,46655.815,22383.554,927754588.51912,BTCUSDT,,,
2022-01-07 05:00:00,41679.99,41931.0,41512.47,41835.97,17172.394,8948.31,373382566.10658,BTCUSDT,631.2102903333189,42399.08198652709,427.8970666666668
2022-01-07 06:00:00,41835.97,41835.97,41400.0,41520.0,14161.703,7154.728,297516910.85802,BTCUSDT,665.1216180097854,42223.265589221664,427.34233333333344
2022-01-07 07:00:00,41520.0,41720.0,41216.26,41691.61,18990.127,9932.358,411983212.7,BTCUSDT,631.771034381329,42116.93447137733,428.2058000000001
2022-01-07 08:00:00,41699.41,42960.0,41601.96,42089.3,31513.777,16413.96,692893569.91323,BTCUSDT,565.1812967074544,42111.40757710186,435.8698666666668
2022-01-07 09:00:00,42089.3,42633.0,42060.03,42409.0,13818.868,7378.432,312771028.89194,BTCUSDT,519.3396947518496,42170.926061681486,438.74513333333346
2022-01-07 10:00:00,42409.0,42529.65,42166.0,42167.9,9276.706,4632.056,196200639.5949,BTCUSDT,464.5131214119054,42170.32084934518,439.4112000000001
2022-01-07 11:00:00,42167.89,42345.63,42156.0,42249.99,7178.342,3999.252,168951860.14264,BTCUSDT,416.693532157172,42186.25467947614,434.6176000000001
2022-01-07 12:00:00,42250.0,42493.69,42250.0,42393.02,8189.847,4567.58,193612910.57057,BTCUSDT,381.7683897819406,42227.607743580906,433.57853333333344
2022-01-07 13:00:00,42393.02,42791.45,41059.98,41471.53,47310.472,22011.071,921332101.72813,BTCUSDT,456.1384125936856,42076.39219486472,442.5854
2022-01-07 14:00:00,41474.25,42119.78,41379.49,41876.11,24776.73,12543.454,524012816.59059,BTCUSDT,415.77382597699454,42036.33575589178,445.67226666666664
2022-01-07 15:00:00,41876.12,41900.0,40456.56,41297.41,50819.748,23564.153,972516086.99078,BTCUSDT,475.0327390078079,41888.55060471341,453.4286666666667
2022-01-07 16:00:00,41297.14,42345.81,40900.0,42131.75,45492.052,24390.109,1013355899.64891,BTCUSDT,435.87639743651545,41937.190483770726,459.1096
2022-01-07 17:00:00,42127.15,42140.0,41756.7,41978.79,15074.244,7043.456,295292025.7478,BTCUSDT,390.2146463599952,41945.510387016584,459.97213333333326
2022-01-07 18:00:00,41978.8,41991.0,41510.64,41695.07,9669.958,4360.651,182095636.10625,BTCUSDT,363.11050408782194,41895.42230961326,460.5546
2022-01-07 19:00:00,41695.07,41887.99,41510.0,41764.32,8830.969,4788.193,199643542.10324,BTCUSDT,328.9824327177115,41869.20184769061,461.12553333333324
2022-01-07 20:00:00,41763.67,42056.36,41582.07,41910.96,9747.325,5272.84,220554983.89521,BTCUSDT,294.72453538001076,41877.55347815248,462.4544
2022-01-07 21:00:00,41914.0,42025.0,41843.0,41862.38,5100.691,2588.036,108491539.82359,BTCUSDT,263.6795003678389,41874.518782521984,459.47813333333335
2022-01-07 22:00:00,41862.37,41864.73,41322.0,41522.5,8844.823,4082.114,169942859.87697,BTCUSDT,274.678464483641,41804.11502601758,460.81360000000006
2022-01-07 23:00:00,41522.5,41586.38,41300.0,41553.86,8090.483,4122.84,171062238.49093,BTCUSDT,265.2904437939326,41754.064020814054,457.89786666666674
2022-01-08 00:00:00,41553.87,42126.99,41553.86,41992.23,12540.427,7000.293,292672686.73909,BTCUSDT,255.69298198687773,41801.69721665124,458.84139999999996
2022-01-08 01:00:00,41985.7,42247.36,41829.33,41880.01,9231.727,4491.332,188872298.11377,BTCUSDT,230.8341039699039,41817.35977332099,459.46006666666653
2022-01-08 02:00:00,41881.76,41933.0,41685.0,41870.9,5571.36,3026.282,126544387.89236,BTCUSDT,207.57204962158818,41828.06781865679,458.93353333333334
2022-01-08 03:00:00,41870.9,41896.09,41630.02,41796.03,5722.809,2881.497,120359556.63848,BTCUSDT,186.09984448986992,41821.660254925424,458.89993333333337
2022-01-08 04:00:00,41796.03,41988.67,41740.28,41880.0,4375.199,2255.605,94442101.299,BTCUSDT,168.08059326455069,41833.328203940335,458.6758
2022-01-08 05:00:00,41880.01,41979.98,41812.01,41954.47,3298.084,1677.624,70290646.19716,BTCUSDT,157.95227831886564,41857.55656315226,456.1532666666666
2022-01-08 06:00:00,41953.06,41974.84,41711.35,41901.74,4874.094,2274.665,95182951.19805,BTCUSDT,142.37796864524157,41866.3932505218,455.28966666666656
2022-01-08 07:00:00,41901.74,41954.9,41821.19,41902.21,4309.627,2173.176,91048489.53162,BTCUSDT,128.15008034070047,41873.55660041744,454.0469333333333
2022-01-08 08:00:00,41902.21,42172.29,41862.7,41948.85,10453.287,5290.096,222212874.32816,BTCUSDT,118.51164430703231,41888.61528033394,454.96319999999986
2022-01-08 09:00:00,41948.86,42150.0,41932.86,42138.03,6467.429,3569.064,150077039.67026,BTCUSDT,145.56524396586923,41938.498224267154,455.0326666666666
2022-01-08 10:00:00,42140.19,42191.84,41777.0,41907.21,8036.508,3611.572,151640976.97339,BTCUSDT,130.79764782711808,41932.24057941372,453.34053333333327
2022-01-08 11:00:00,41905.93,41951.01,41747.64,41918.02,7681.058,4157.369,173931867.0239,BTCUSDT,117.12717755622721,41929.39646353097,452.8985999999999
2022-01-08 12:00:00,41918.02,42040.23,41753.0,41851.23,7318.508,3647.31,152723766.82779,BTCUSDT,109.32803822059937,41913.76317082477,453.18213333333335
2022-01-08 13:00:00,41851.24,42028.11,41560.0,41884.04,11089.646,5592.794,234108335.95947,BTCUSDT,98.50609450351988,41907.81853665981,454.9149333333333
2022-01-08 14:00:00,41884.03,41980.0,41705.4,41737.01,6530.973,3245.827,135898990.90563,BTCUSDT,111.49371962039606,41873.65682932785,454.9033333333333
2022-01-08 15:00:00,41738.25,41792.14,41300.0,41600.72,14603.817,7053.219,293407540.24594,BTCUSDT,147.86413243373983,41819.06946346227,455.7509333333333
2022-01-08 16:00:00,41600.72,41729.6,41184.79,41342.06,15210.929,7009.252,290830962.6973,BTCUSDT,232.15754531244653,41723.66757076981,457.89319999999987
2022-01-08 17:00:00,41342.06,41402.79,40800.0,40846.58,27318.713,12938.999,532369552.46802,BTCUSDT,407.67992072728583,41548.25005661585,460.4015333333334
2022-01-08 18:00:00,40844.88,41328.49,40560.0,40684.09,34629.473,16911.678,691893613.87479,BTCUSDT,502.43999717717134,41375.418045292674,462.52093333333323
2022-01-08 19:00:00,40684.1,41115.91,40500.0,40837.51,23140.697,11980.533,489136092.95596,BTCUSDT,498.2489047064637,41267.83643623413,465.18093333333326
2022-01-08 20:00:00,40837.5,41189.32,40722.22,40976.06,11810.106,6157.619,252125180.35237,BTCUSDT,460.67660569164104,41209.4811489873,467.006
2022-01-08 21:00:00,40977.42,42100.0,40926.31,41775.18,24629.943,13653.98,568021533.3211,BTCUSDT,470.0859266465755,41322.62091918984,472.62059999999997
2022-01-08 22:00:00,41775.19,42335.0,41747.41,41912.88,17372.933,8768.538,368873333.91878,BTCUSDT,482.21317686426636,41440.67273535186,472.37453333333326
2022-01-08 23:00:00,41912.89,41952.9,41659.72,41688.05,7519.877,3695.27,154572803.30735,BTCUSDT,442.5097966413502,41490.148188281484,469.6690666666666
2022-01-09 00:00:00,41688.05,41820.0,41380.0,41774.19,13511.695,6706.172,278944725.36726,BTCUSDT,411.7774838763419,41546.95655062519,467.2489333333333
2022-01-09 01:00:00,41772.02,41929.5,41600.01,41800.81,7291.535,3717.017,155215859.29233,BTCUSDT,382.046082015673,41597.727240500135,466.8895333333333
2022-01-09 02:00:00,41800.81,42168.0,41767.0,42090.34,9139.648,4740.507,199039710.24864,BTCUSDT,394.45423049871494,41696.24979240011,467.98966666666655
2022-01-09 03:00:00,42090.35,42093.63,41783.09,41835.6,6643.474,3213.387,134731524.88004,BTCUSDT,357.1866022458725,41724.119833920086,468.2685999999999
2022-01-09 04:00:00,41835.6,42092.95,41800.0,42065.29,5266.697,2555.974,107240395.10816,BTCUSDT,347.4037251021103,41792.35386713606,467.6536666666665
2022-01-09 05:00:00,42067.17,42078.0,41702.82,41762.99,6680.998,3229.703,135147856.95436,BTCUSDT,310.94925059043015,41786.48109370884,468.7699999999998
2022-01-09 06:00:00,41762.99,41940.0,41666.0,41866.0,6302.003,2959.497,123740069.33,BTCUSDT,279.93440336518574,41802.38487496707,469.00813333333315
2022-01-09 07:00:00,41866.01,41898.0,41759.35,41784.63,3801.279,2046.305,85583690.76887,BTCUSDT,250.48164372571702,41798.83389997365,468.5813333333333
2022-01-09 08:00:00,41784.62,41938.99,41604.1,41657.45,7783.178,3934.645,164261914.37725,BTCUSDT,231.06524667785004,41770.55711997892,469.0310666666666
2022-01-09 09:00:00,41657.44,41759.0,41447.17,41503.75,8765.494,4095.855,170350971.42849,BTCUSDT,232.59983848071167,41717.19569598313,468.5583333333332
2022-01-09 10:00:00,41503.76,41732.51,41400.0,41636.97,8336.186,4284.323,178041749.23141,BTCUSDT,210.50399962077634,41701.1505567865,469.4788666666666
2022-01-09 11:00:00,41636.98,42000.0,41635.0,41854.25,10074.896,5640.373,235982639.30217,BTCUSDT,197.98953863026077,41731.770445429196,468.96306666666663
2022-01-09 12:00:00,41854.26,41918.0,41666.97,41737.43,6370.485,2966.828,123931761.63221,BTCUSDT,177.1016962506951,41732.902356343344,469.1301333333333
2022-01-09 13:00:00,41737.43,41894.1,41456.97,41467.75,10717.377,4882.62,203406365.08011,BTCUSDT,190.6329776921919,41679.87188507468,470.5735999999999
2022-01-09 14:00:00,41467.55,41732.0,41460.22,41530.99,7149.387,3750.15,156014961.20829,BTCUSDT,180.608073627841,41650.095508059734,470.97139999999996
