timestamp,side,quantity,price,position,reason,profit_or_loss,atr,gross_pnl,fee,turnover,long_gross_pnl,long_position_usd,long_turnover,short_gross_pnl,short_position_usd,short_turnover
2024-12-29 08:07:53,BUY,0.0001,95000.0,LONG,ENTER,0.0,1.2742857142854649,0.0,0.0,9.5,0.0,9.5,9.5,0.0,0.0,0.0
2024-12-29 08:07:56,SELL,0.0001,95013.18,LONG,Take Profit,0.0013179999999993015,1.2921428571426077,0.0013179999999993015,0.0,9.501318,0.0013179999999993015,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:08:04,SELL,0.0001,94990.0,SHORT,ENTER,0.0,2.767142857142192,0.0,0.0,9.499,0.0,0.0,0.0,0.0,-9.499,9.499
2024-12-29 08:08:26,BUY,0.0001,94980.01,SHORT,Take Profit,0.000999000000000524,0.8571428571428571,0.000999000000000524,0.0,9.498001,0.0,0.0,0.0,0.000999000000000524,0.0,0.0
2024-12-29 08:08:28,BUY,0.0001,94984.5,LONG,ENTER,0.0,1.177857142857517,0.0,0.0,9.49845,0.0,9.49845,9.49845,0.0,0.0,0.0
2024-12-29 08:08:32,SELL,0.0001,94981.96,LONG,Stop Loss,-0.0002539999999993597,0.6428571428571429,-0.0002539999999993597,0.0,9.498196000000002,-0.0002539999999993597,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:08:40,BUY,0.0001,94982.44,LONG,ENTER,0.0,1.960000000003285,0.0,0.0,9.498244000000001,0.0,9.498244000000001,9.498244000000001,0.0,0.0,0.0
2024-12-29 08:08:42,SELL,0.0001,94976.0,LONG,Stop Loss,-0.0006440000000002328,2.099285714288791,-0.0006440000000002328,0.0,9.4976,-0.0006440000000002328,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:08:59,BUY,0.0001,94975.57,LONG,ENTER,0.0,0.0007142857149509,0.0,0.0,9.497557,0.0,9.497557,9.497557,0.0,0.0,0.0
2024-12-29 08:09:03,SELL,0.0001,94975.57,LONG,Take Profit,0.0,0.0,0.0,0.0,9.497557,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:09:53,SELL,0.0001,95064.31,SHORT,ENTER,0.0,0.7428571428577665,0.0,0.0,9.506431000000001,0.0,0.0,0.0,0.0,-9.506431000000001,9.506431000000001
2024-12-29 08:09:55,BUY,0.0001,95044.01,SHORT,Take Profit,0.002030000000000291,2.1928571428579744,0.002030000000000291,0.0,9.504401,0.0,0.0,0.0,0.002030000000000291,0.0,0.0
2024-12-29 08:10:24,BUY,0.0001,95010.9,LONG,ENTER,0.0,2.9199999999992934,0.0,0.0,9.50109,0.0,9.50109,9.50109,0.0,0.0,0.0
2024-12-29 08:10:27,SELL,0.0001,94996.01,LONG,Stop Loss,-0.0014889999999999418,3.98357142857068,-0.0014889999999999418,0.0,9.499601,-0.0014889999999999418,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:10:30,BUY,0.0001,95007.84,LONG,ENTER,0.0,2.6871428571425247,0.0,0.0,9.500784,0.0,9.500784,9.500784,0.0,0.0,0.0
2024-12-29 08:10:35,SELL,0.0001,94995.26,LONG,Stop Loss,-0.0012580000000001748,4.17928571428638,-0.0012580000000001748,0.0,9.499526,-0.0012580000000001748,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:10:45,BUY,0.0001,95001.05,LONG,ENTER,0.0,1.9078571428576,0.0,0.0,9.500105000000001,0.0,9.500105000000001,9.500105000000001,0.0,0.0,0.0
2024-12-29 08:10:48,SELL,0.0001,95015.99,LONG,Take Profit,0.001494000000000233,1.5364285714292367,0.001494000000000233,0.0,9.501599,0.001494000000000233,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:11:02,SELL,0.0001,95034.28,SHORT,ENTER,0.0,3.0542857142863795,0.0,0.0,9.503428,0.0,0.0,0.0,0.0,-9.503428,9.503428
2024-12-29 08:11:03,BUY,0.0001,95052.0,SHORT,Stop Loss,-0.0017720000000001166,3.0542857142863795,-0.0017720000000001166,0.0,9.503428,0.0,0.0,0.0,-0.0017720000000001166,0.0,0.0
2024-12-29 08:11:04,BUY,0.0001,95052.0,LONG,ENTER,0.0,4.319285714286837,0.0,0.0,9.5052,0.0,9.5052,9.5052,0.0,0.0,0.0
2024-12-29 08:11:13,SELL,0.0001,95036.9,LONG,Stop Loss,-0.001510000000000582,5.024285714285464,-0.001510000000000582,0.0,9.50369,-0.001510000000000582,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:11:25,BUY,0.0001,95047.98,LONG,ENTER,0.0,3.416428571429736,0.0,0.0,9.504798,0.0,9.504798,9.504798,0.0,0.0,0.0
2024-12-29 08:11:37,SELL,0.0001,95040.71,LONG,Stop Loss,-0.0007269999999989523,2.092857142856311,-0.0007269999999989523,0.0,9.504071000000001,-0.0007269999999989523,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:11:49,BUY,0.0001,95067.98,LONG,ENTER,0.0,2.776428571428238,0.0,0.0,9.506798,0.0,9.506798,9.506798,0.0,0.0,0.0
2024-12-29 08:12:01,SELL,0.0001,95020.02,LONG,Stop Loss,-0.0047959999999991855,2.121428571428364,-0.0047959999999991855,0.0,9.506508,-0.0047959999999991855,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:12:03,SELL,0.0001,95020.02,SHORT,ENTER,0.0,0.2071428571424413,0.0,0.0,9.506508,0.0,0.0,0.0,0.0,-9.506508,9.506508
2024-12-29 08:12:20,BUY,0.0001,95029.65,SHORT,Stop Loss,-0.0009629999999990105,0.688571428571387,-0.0009629999999990105,0.0,9.502966,0.0,0.0,0.0,-0.0009629999999990105,0.0,0.0
2024-12-29 08:12:40,SELL,0.0001,95044.01,SHORT,ENTER,0.0,0.948571428570306,0.0,0.0,9.504401,0.0,0.0,0.0,0.0,-9.504401,9.504401
2024-12-29 08:12:42,BUY,0.0001,95036.17,SHORT,Take Profit,0.0007839999999996508,0.823571428570306,0.0007839999999996508,0.0,9.503617,0.0,0.0,0.0,0.0007839999999996508,0.0,0.0
2024-12-29 08:12:54,BUY,0.0001,95035.55,LONG,ENTER,0.0,1.682142857143065,0.0,0.0,9.503555,0.0,9.503555,9.503555,0.0,0.0,0.0
2024-12-29 08:13:11,SELL,0.0001,95035.54,LONG,Stop Loss,-1.0000000009313226e-06,0.0014285714299018,-1.0000000009313226e-06,0.0,9.503554,-1.0000000009313226e-06,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:13:12,BUY,0.0001,95035.55,LONG,ENTER,0.0,0.0014285714299018,0.0,0.0,9.503555,0.0,9.503555,9.503555,0.0,0.0,0.0
2024-12-29 08:13:13,SELL,0.0001,95035.54,LONG,Stop Loss,-1.0000000009313226e-06,0.0021428571448528,-1.0000000009313226e-06,0.0,9.503554,-1.0000000009313226e-06,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:13:25,BUY,0.0001,95035.84,LONG,ENTER,0.0,4.01642857142932,0.0,0.0,9.503584,0.0,9.503584,9.503584,0.0,0.0,0.0
2024-12-29 08:13:33,SELL,0.0001,95008.89,LONG,Stop Loss,-0.002694999999999709,2.619285714286629,-0.002694999999999709,0.0,9.503585000000001,-0.002694999999999709,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:13:38,SELL,0.0001,95008.89,SHORT,ENTER,0.0,3.944285714286837,0.0,0.0,9.500889,0.0,0.0,0.0,0.0,-9.500889,9.500889
2024-12-29 08:13:52,BUY,0.0001,95011.99,SHORT,Stop Loss,-0.0003100000000005821,0.2242857142846333,-0.0003100000000005821,0.0,9.501199000000002,0.0,0.0,0.0,-0.0003100000000005821,0.0,0.0
2024-12-29 08:14:06,SELL,0.0001,95009.46,SHORT,ENTER,0.0,0.1821428571420256,0.0,0.0,9.500946,0.0,0.0,0.0,0.0,-9.500946,9.500946
2024-12-29 08:14:07,BUY,0.0001,95001.85,SHORT,Take Profit,0.0007610000000000583,0.7257142857134957,0.0007610000000000583,0.0,9.500185000000002,0.0,0.0,0.0,0.0007610000000000583,0.0,0.0
2024-12-29 08:14:32,BUY,0.0001,95010.83,LONG,ENTER,0.0,0.7735714285715533,0.0,0.0,9.501083000000001,0.0,9.501083000000001,9.501083000000001,0.0,0.0,0.0
2024-12-29 08:14:52,SELL,0.0001,95022.93,LONG,Take Profit,0.001209999999999127,1.065714285714161,0.001209999999999127,0.0,9.502293,0.001209999999999127,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:14:55,SELL,0.0001,95016.01,SHORT,ENTER,0.0,1.251428571427823,0.0,0.0,9.501600999999999,0.0,0.0,0.0,0.0,-9.501600999999999,9.501600999999999
2024-12-29 08:15:06,BUY,0.0001,95025.33,SHORT,Stop Loss,-0.0009320000000006985,1.1600000000003745,-0.0009320000000006985,0.0,9.502533000000001,0.0,0.0,0.0,-0.0009320000000006985,0.0,0.0
2024-12-29 08:15:13,SELL,0.0001,95036.01,SHORT,ENTER,0.0,3.269999999999917,0.0,0.0,9.503601,0.0,0.0,0.0,0.0,-9.503601,9.503601
2024-12-29 08:15:25,BUY,0.0001,95046.01,SHORT,Stop Loss,-0.001,2.6314285714293613,-0.001,0.0,9.503998,0.0,0.0,0.0,-0.001,0.0,0.0
2024-12-29 08:15:37,SELL,0.0001,95040.53,SHORT,ENTER,0.0,2.420000000000333,0.0,0.0,9.504053,0.0,0.0,0.0,0.0,-9.504053,9.504053
2024-12-29 08:15:49,BUY,0.0001,95047.01,SHORT,Stop Loss,-0.0006479999999995926,1.559285714285839,-0.0006479999999995926,0.0,9.504701,0.0,0.0,0.0,-0.0006479999999995926,0.0,0.0
2024-12-29 08:16:00,SELL,0.0001,95045.03,SHORT,ENTER,0.0,1.9457142857136205,0.0,0.0,9.504503,0.0,0.0,0.0,0.0,-9.504503,9.504503
2024-12-29 08:16:06,BUY,0.0001,95033.03,SHORT,Take Profit,0.0012000000000000001,0.8121428571425245,0.0012000000000000001,0.0,9.504503,0.0,0.0,0.0,0.0012000000000000001,0.0,0.0
2024-12-29 08:16:30,BUY,0.0001,95026.43,LONG,ENTER,0.0,0.9714285714289872,0.0,0.0,9.502642999999999,0.0,9.502642999999999,9.502642999999999,0.0,0.0,0.0
2024-12-29 08:16:36,SELL,0.0001,95035.99,LONG,Take Profit,0.0009560000000012224,1.0092857142870864,0.0009560000000012224,0.0,9.503599000000001,0.0009560000000012224,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:16:38,SELL,0.0001,95018.1,SHORT,ENTER,0.0,2.210714285715117,0.0,0.0,9.50181,0.0,0.0,0.0,0.0,-9.50181,9.50181
2024-12-29 08:16:42,BUY,0.0001,95027.55,SHORT,Stop Loss,-0.000944999999999709,2.885714285714909,-0.000944999999999709,0.0,9.502755,0.0,0.0,0.0,-0.000944999999999709,0.0,0.0
2024-12-29 08:17:02,SELL,0.0001,95045.79,SHORT,ENTER,0.0,1.120714285714452,0.0,0.0,9.504579,0.0,0.0,0.0,0.0,-9.504579,9.504579
2024-12-29 08:17:08,BUY,0.0001,95015.83,SHORT,Take Profit,0.002995999999999185,2.716428571428488,0.002995999999999185,0.0,9.501397,0.0,0.0,0.0,0.002995999999999185,0.0,0.0
2024-12-29 08:17:17,BUY,0.0001,95010.51,LONG,ENTER,0.0,0.3399999999996258,0.0,0.0,9.501873,0.0,9.501873,9.501873,0.0,0.0,0.0
2024-12-29 08:17:28,SELL,0.0001,95001.6,LONG,Stop Loss,-0.0008909999999988941,1.2235714285707218,-0.0008909999999988941,0.0,9.500160000000001,-0.0008909999999988941,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:17:42,BUY,0.0001,95001.61,LONG,ENTER,0.0,0.0007142857139115,0.0,0.0,9.500161,0.0,9.500161,9.500161,0.0,0.0,0.0
2024-12-29 08:17:44,SELL,0.0001,95007.32,LONG,Take Profit,0.0005710000000006403,0.4085714285715117,0.0005710000000006403,0.0,9.500732000000001,0.0005710000000006403,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:17:47,SELL,0.0001,95003.3,SHORT,ENTER,0.0,1.2850000000003745,0.0,0.0,9.499505000000001,0.0,0.0,0.0,0.0,-9.499505000000001,9.499505000000001
2024-12-29 08:17:48,BUY,0.0001,94988.4,SHORT,Take Profit,0.0014900000000008732,1.2850000000003745,0.0014900000000008732,0.0,9.499505000000001,0.0,0.0,0.0,0.0014900000000008732,0.0,0.0
2024-12-29 08:18:13,BUY,0.0001,94984.45,LONG,ENTER,0.0,0.9164285714286962,0.0,0.0,9.498445,0.0,9.498445,9.498445,0.0,0.0,0.0
2024-12-29 08:18:36,SELL,0.0001,95020.55,LONG,Take Profit,0.0036100000000005824,2.87500000000104,0.0036100000000005824,0.0,9.502055,0.0036100000000005824,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:18:47,SELL,0.0001,95017.0,SHORT,ENTER,0.0,3.0414285714276565,0.0,0.0,9.50215,0.0,0.0,0.0,0.0,-9.50215,9.50215
2024-12-29 08:18:50,BUY,0.0001,95045.94,SHORT,Stop Loss,-0.0028940000000002328,1.8949999999988771,-0.0028940000000002328,0.0,9.5017,0.0,0.0,0.0,-0.0028940000000002328,0.0,0.0
2024-12-29 08:18:52,BUY,0.0001,95052.0,LONG,ENTER,0.0,4.394999999998878,0.0,0.0,9.5052,0.0,9.5052,9.5052,0.0,0.0,0.0
2024-12-29 08:19:06,SELL,0.0001,95064.19,LONG,Take Profit,0.001219000000000233,0.870714285714452,0.001219000000000233,0.0,9.506419000000001,0.001219000000000233,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:19:07,SELL,0.0001,95053.78,SHORT,ENTER,0.0,1.61428571428613,0.0,0.0,9.505378,0.0,0.0,0.0,0.0,-9.505378,9.505378
2024-12-29 08:19:35,BUY,0.0001,95044.14,SHORT,Take Profit,0.0009639999999999418,0.7050000000007068,0.0009639999999999418,0.0,9.504801,0.0,0.0,0.0,0.0009639999999999418,0.0,0.0
2024-12-29 08:19:40,SELL,0.0001,95044.14,SHORT,ENTER,0.0,0.980714285715034,0.0,0.0,9.504414,0.0,0.0,0.0,0.0,-9.504414,9.504414
2024-12-29 08:19:41,BUY,0.0001,95052.48,SHORT,Stop Loss,-0.0008339999999996508,0.3428571428573507,-0.0008339999999996508,0.0,9.504414,0.0,0.0,0.0,-0.0008339999999996508,0.0,0.0
2024-12-29 08:19:47,BUY,0.0001,95052.48,LONG,ENTER,0.0,0.872142857142275,0.0,0.0,9.505248,0.0,9.505248,9.505248,0.0,0.0,0.0
2024-12-29 08:19:50,SELL,0.0001,95045.93,LONG,Stop Loss,-0.0006550000000002911,0.872142857142275,-0.0006550000000002911,0.0,9.505248,-0.0006550000000002911,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:19:58,SELL,0.0001,95045.93,SHORT,ENTER,0.0,1.063571428571387,0.0,0.0,9.504593,0.0,0.0,0.0,0.0,-9.504593,9.504593
2024-12-29 08:20:01,BUY,0.0001,95040.01,SHORT,Take Profit,0.0005919999999998254,0.4685714285712622,0.0005919999999998254,0.0,9.504592,0.0,0.0,0.0,0.0005919999999998254,0.0,0.0
2024-12-29 08:20:11,BUY,0.0001,95044.8,LONG,ENTER,0.0,1.232857142857808,0.0,0.0,9.504480000000001,0.0,9.504480000000001,9.504480000000001,0.0,0.0,0.0
2024-12-29 08:20:19,SELL,0.0001,95040.01,LONG,Stop Loss,-0.00047900000000081493,0.3421428571434392,-0.00047900000000081493,0.0,9.504480000000001,-0.00047900000000081493,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:20:26,SELL,0.0001,95040.01,SHORT,ENTER,0.0,0.3421428571434392,0.0,0.0,9.504001,0.0,0.0,0.0,0.0,-9.504001,9.504001
2024-12-29 08:20:40,BUY,0.0001,95040.01,SHORT,Take Profit,0.0,0.0,0.0,0.0,9.504001,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:21:13,BUY,0.0001,95026.03,LONG,ENTER,0.0,0.1457142857138283,0.0,0.0,9.502603,0.0,9.502603,9.502603,0.0,0.0,0.0
2024-12-29 08:21:14,SELL,0.0001,95025.86,LONG,Stop Loss,-1.699999999982538e-05,0.001428571427823,-1.699999999982538e-05,0.0,9.502603,-1.699999999982538e-05,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:21:19,SELL,0.0001,95025.86,SHORT,ENTER,0.0,0.0135714285705554,0.0,0.0,9.502586,0.0,0.0,0.0,0.0,-9.502586,9.502586
2024-12-29 08:21:26,BUY,0.0001,95023.86,SHORT,Take Profit,0.0002,0.1549999999998752,0.0002,0.0,9.502386000000001,0.0,0.0,0.0,0.0002,0.0,0.0
2024-12-29 08:21:40,BUY,0.0001,95017.03,LONG,ENTER,0.0,2.3635714285722185,0.0,0.0,9.501703000000001,0.0,9.501703000000001,9.501703000000001,0.0,0.0,0.0
2024-12-29 08:21:51,SELL,0.0001,95010.67,LONG,Stop Loss,-0.0006360000000000583,1.6500000000004158,-0.0006360000000000583,0.0,9.501067,-0.0006360000000000583,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:22:00,BUY,0.0001,95004.74,LONG,ENTER,0.0,1.1007142857145351,0.0,0.0,9.500474,0.0,9.500474,9.500474,0.0,0.0,0.0
2024-12-29 08:22:09,SELL,0.0001,94996.63,LONG,Stop Loss,-0.0008110000000000582,0.3421428571413604,-0.0008110000000000582,0.0,9.500474,-0.0008110000000000582,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:22:10,SELL,0.0001,94996.63,SHORT,ENTER,0.0,0.9214285714271162,0.0,0.0,9.499663000000002,0.0,0.0,0.0,0.0,-9.499663000000002,9.499663000000002
2024-12-29 08:22:14,BUY,0.0001,95003.95,SHORT,Stop Loss,-0.0007319999999992433,0.5821428571414019,-0.0007319999999992433,0.0,9.499663000000002,0.0,0.0,0.0,-0.0007319999999992433,0.0,0.0
2024-12-29 08:22:15,BUY,0.0001,95004.75,LONG,ENTER,0.0,1.1614285714271575,0.0,0.0,9.500475,0.0,9.500475,9.500475,0.0,0.0,0.0
2024-12-29 08:22:35,SELL,0.0001,95015.42,LONG,Take Profit,0.0010669999999998255,1.1585714285704722,0.0010669999999998255,0.0,9.501542,0.0010669999999998255,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:22:36,SELL,0.0001,95000.01,SHORT,ENTER,0.0,2.259999999998919,0.0,0.0,9.500001,0.0,0.0,0.0,0.0,-9.500001,9.500001
2024-12-29 08:22:50,BUY,0.0001,95008.15,SHORT,Stop Loss,-0.0008139999999999418,0.5828571428563529,-0.0008139999999999418,0.0,9.500815,0.0,0.0,0.0,-0.0008139999999999418,0.0,0.0
2024-12-29 08:23:04,SELL,0.0001,95008.01,SHORT,ENTER,0.0,1.0985714285728003,0.0,0.0,9.500801,0.0,0.0,0.0,0.0,-9.500801,9.500801
2024-12-29 08:23:14,BUY,0.0001,95002.54,SHORT,Take Profit,0.0005470000000001164,0.555000000000291,0.0005470000000001164,0.0,9.500801,0.0,0.0,0.0,0.0005470000000001164,0.0,0.0
2024-12-29 08:23:39,BUY,0.0001,94984.02,LONG,ENTER,0.0,0.0007142857149509,0.0,0.0,9.498402,0.0,9.498402,9.498402,0.0,0.0,0.0
2024-12-29 08:23:41,SELL,0.0001,94984.01,LONG,Stop Loss,-1.0000000009313226e-06,0.0014285714299018,-1.0000000009313226e-06,0.0,9.498401,-1.0000000009313226e-06,0.0,0.0,0.0,0.0,0.0
2024-12-29 08:23:57,BUY,0.0001,94999.99,LONG,ENTER,0.0,2.2857142857142856,0.0,0.0,9.499999,0.0,9.499999,9.499999,0.0,0.0,0.0
2024-12-29 08:24:08,SELL,0.0001,94980.0,LONG,Stop Loss,-0.001999000000000524,3.8142857142852975,-0.001999000000000524,0.0,9.498000000000001,-0.001999000000000524,0.0,0.0,0.0,0.0,0.0
